bioguide_id,address,latitude,longitude,phone
C001053,"711 Southwest D Avenue, Suite 201 Lawton, Oklahoma 73501",34.604088,-98.398710,(580) 357-2131
C001053,"100 East 13th Street, Suite 213 Ada, Oklahoma 74820",34.772360,-96.678493,(580) 436-5375
C001035,"202 Harlow Street, Room 204 Bangor, Maine 04402",44.804895,-68.773298,(207) 945-0417
C001035,"68 Sewall Street, Room 507 Augusta, Maine 04330",44.310675,-69.783264,(207) 622-8414
C001035,"160 Main Street Biddeford, Maine 04005",43.493172,-70.454745,(207) 283-1101
C001035,"55 Lisbon Street Lewiston, Maine 04240",44.097695,-70.217755,(207) 784-6969
C001035,"25 Sweden Street, Suite A Caribou, Maine 04736",46.860357,-68.012979,(207) 493-7873
C001035,"One Canal Plaza, Suite 802 Portland, Maine 04101",43.657636,-70.254799,(207) 780-3575
C001062,"6 Desta Drive, Suite 2000 Midland, Texas 79705",32.030168,-102.087473,(432) 687-2390
C001062,"33 East Twohig, Suite 307 San Angelo, Texas 76903",31.461442,-100.435516,(325) 659-4010
C001062,"501 Center Avenue Brownwood, Texas 76801",31.719791,-98.983130,(325) 646-1950
C001062,"411 West 8th Street, 5th Floor Odessa, Texas",31.849310,-102.374850,(432) 331-9667
C001062,"104 West Sandstone Llano, Texas 78643",30.749202,-98.676086,(325) 247-2826
C001078,"4115 Annandale Road, Suite 103 Annandale, Virginia 22003",38.834411,-77.197459,(703) 256-3071
C001078,"4308 Ridgewood Center Drive Woodbridge, Virginia 22192",38.673251,-77.338917,(703) 670-4989
C000705,"220 East Rosser Avenue, Room 228 Bismarck, North Dakota 58501",46.808605,-100.788692,(701) 258-4648
C000705,"657 2nd Avenue North, Room 306 Fargo, North Dakota 58102",46.878017,-96.789864,(701) 232-8030
C000705,"33 South 3rd Street, Suite B Grand Forks, North Dakota 58201",47.924959,-97.029977,(701) 775-9601
C000705,"100 1st Street SW, Room 105 Minot, North Dakota 58701",48.235282,-101.294516,(701) 852-0703
C000714,"231 West Lafayette Boulevard, 669 Federal Building Detroit, Michigan 48226",42.330822,-83.049790,(313) 961-5670
C000714,"2615 West Jefferson Trenton, Michigan 48183",42.143205,-83.177415,(734) 675-4084
C001088,"1105 North Market Street, Suite 2000 Wilmington, Delaware 19801-1233",39.746580,-75.547049,(302) 573-6345
C001088,"24 NW Front Street, Windsor Building, Suite 101 Milford, Delaware 19963",38.913345,-75.413767,(302) 424-8090
C000754,"605 Church Street Nashville, Tennessee 37219",36.162524,-86.781635,(615) 736-5295
C001071,"10 West MLK Boulevard, 6th Floor Chattanooga, Tennessee 37402",35.045759,-85.309608,(423) 756-2757
C001071,"800 Market Street, Suite 121 Knoxville, Tennessee 37902",35.962198,-83.917778,(865) 637-4180
C001071,"2525 Highway 75, Suite 126 Blountville, Tennessee 37617",36.478213,-82.411779,(423) 323-1252
C001071,"109 South Highland Avenue, B8 Jackson, Tennessee 38301",35.613631,-88.819413,(731) 424-9655
C001071,"3322 West End Avenue, Suite 610 Nashville, Tennessee 37203",36.140583,-86.817782,(615) 279-8125
C001071,"100 Peabody Place, Suite 1125 Memphis, Tennessee 38103",35.140920,-90.054413,(901) 683-1910
C001056,"221 West 6th Street, Suite 1530 Austin, Texas 78701",30.268515,-97.744436,(512) 469-6034
C001056,"5001 Spring Valley Road, Suite 1125E Dallas, Texas 75244",32.939658,-96.825376,(972) 239-1310
C001056,"5300 Memorial Drive, Suite 980 Houston, Texas 77007",29.761700,-95.415646,(713) 572-3337
C001056,"600 Navarro, Suite 210 San Antonio, Texas 78205",29.426561,-98.489767,(210) 224-7485
C001056,"222 East Van Buren Street, Suite 404 Harlingen, Texas 78550",26.191675,-97.694197,(956) 423-0162
C001056,"1500 Broadway, Suite 1230 Lubbock, Texas 79401",33.584508,-101.851440,(806) 472-7533
C001056,"100 East Ferguson Street, Suite 1004 Tyler, Texas 75702",32.351718,-95.300535,(903) 593-0902
C001059,"855 M Street, Suite 940 Fresno, California 93721",36.734621,-119.785456,(559) 495-1620
C001059,"2700 M Street, Suite 225 Bakersfield, California 93301",35.383931,-119.015216,(661) 869-1620
C000794,"144 Lincoln Place Court, Suite 4 Belleville, Illinois 62221",38.518591,-89.937141,(618) 233-8026
C000794,"2060 Delmar Avenue, Suite B Granite City, Illinois 62040",38.702889,-90.148818,(618) 451-7065
C000794,"250 West Cherry Street Carbondale, Illinois 62901",37.723370,-89.217744,(618) 529-3791
C000794,"8787 State Street, Suite 102 East St. Louis, Illinois 62203",38.589202,-90.061219,(618) 397-8833
C000794,"1330 Swanwick Street Chester, Illinois 62233",37.914686,-89.821013,(618) 826-3043
C000794,"201 East Nolen Street West Frankfort, Illinois 62896",37.899288,-88.926582,(618) 937-6402
C001069,"101 Water Street, Suite 301 Norwich, Connecticut 06360",41.523931,-72.078233,(860) 886-0139
C001069,"77 Hazard Ave, Unit J Enfield, Connecticut 06082",41.989428,-72.570746,(860) 741-6011
C000880,"251 East Front Street, Suite 205 Boise, Idaho 83702",43.608727,-116.195048,(208) 334-1776
C000880,"275 South 5th Avenue, Suite 225 Pocatello, Idaho 83201",42.865284,-112.442077,(208) 236-6775
C000880,"610 Hubbard Street, Suite 209 Coeur d' Alene, Idaho 83814",47.678317,-116.794629,(208) 664-5490
C000880,"202 Falls Avenue, #2 Twin Falls, Idaho 83301",42.577952,-114.477647,(208) 734-2515
C000880,"313 D Street, Suite 105 Lewiston, Idaho 83501",46.421949,-117.029147,(208) 743-1492
C000880,"410 Memorial Drive, Suite 204 Idaho Falls, Idaho 83402",43.493752,-112.042938,(208) 522-9779
C001086,"6448 Main Street, Suite 6 North Branch, Minnesota 55056",45.511438,-92.977975,(651) 237-8220
C001087,"112 South 1st Cabot, Arkansas 72023",34.973357,-92.016438,(501) 843-3043
C001087,"2400 Highland Drive, Suite 3000 Jonesboro, Arkansas 72401",35.821218,-90.676492,(870) 203-0540
C001045,"1061 Riverside Avenue, Suite 100 Jacksonville, Florida 32204",30.313251,-81.678069,(904) 598-0481
C001045,"212 North Marion Avenue, Suite 209 Lake City, Florida 32055",30.191005,-82.637168,(386) 365-3316
C001081,"647 Main Street, Suite 401 Johnstown, Pennsylvania 15901",40.323749,-78.914550,(814) 535-2642
C001081,"20 North Gallatin Avenue, Suite 216 Uniontown, Pennsylvania 15401",39.902110,-79.724172,(724) 434-2620
C001038,"74-09 37th Avenue, Suite 306B Jackson Heights, New York 11372",40.748983,-73.891611,(718) 779-1400
C001038,"2800 Bruckner Boulevard, Suite 301 Bronx, New York 10465",40.831165,-73.831063,(718) 931-1400
C001038,"177 Dreiser Loop, Room 3 Bronx, New York 10475",40.877338,-73.829507,(718) 320-2314
C001063,"615 East Houston Street, Suite 451 San Antonio, Texas 78205",29.426548,-98.486715,(210) 271-2851
C001063,"117 East Tom Landry Mission, Texas 78572",26.215893,-98.325419,(956) 424-3942
C001063,"602 East Calton Road, Suite 2 Laredo, Texas 78041",27.542316,-99.490088,(956) 725-0639
C001063,"100 South Austin Street, Suite 1 Seguin, Texas 78155",29.568827,-97.964637,(830) 401-0457
C001063,"100 North FM 3167 Rio Grande City, Texas 78582",26.380292,-98.859363,(956) 487-5603
C001048,"10000 Memorial Drive, #620 Houston, Texas 77024",29.778631,-95.480644,(713) 682-8828
C000984,"1010 Park Avenue, Suite 105 Baltimore, Maryland 21201",39.304242,-76.620035,(410) 685-9199
C000984,"754 Frederick Road Catonsville, Maryland 21228",39.271701,-76.733082,(410) 719-8777
C000984,"8267 Main Street, Room 102 Ellicott City, Maryland 21043",39.267664,-76.799104,(410) 465-8259
D000096,"3333 West Arthington Street, #130 Chicago, Illinois 60624",41.870011,-87.709087,(773) 533-7520
D000096,"2301 Roosevelt Road Broadview, Illinois 60155",41.863868,-87.860502,(708) 345-6857
D000603,"300 Buttermilk Pike, Suite 101 Ft. Mitchell, Kentucky 41017",39.043000,-84.571013,(859) 426-0080
D000603,"1405 Greenup Avenue, Suite 236 Ashland, Kentucky 41101",38.480640,-82.640933,(606) 324-9898
D000603,"108 West Jefferson Street La Grange, Kentucky 40031",38.408467,-85.379438,(502) 222-2233
D000603,"201 Government Street, Suite 102 Maysville, Kentucky 41056",38.645687,-83.761041,(606) 564-6004
D000603,"400 North Main Street, Suite 145 Williamstown, Kentucky 41097",38.641071,-84.560101,(859) 824-3320
D000598,"2700 Adams Avenue San Diego, California 92116",32.762850,-117.135024,(619) 280-5353
D000191,"405 East 8th Avenue, #2030 Eugene, Oregon 97401",44.051038,-123.086434,(541) 465-6732
D000191,"125 Central, #350 Coos Bay, Oregon 97420",43.367902,-124.213420,(541) 269-2609
D000191,"612 SE Jackson Street, #9 Roseburg, Oregon 97470",43.208668,-123.344268,(541) 440-3523
D000197,"600 Grant Street, Suite 202 Denver, Colorado 80203",39.725809,-104.983590,(303) 844-4988
D000216,"59 Elm Street New Haven, Connecticut 06510",41.307728,-72.922965,(203) 562-3718
D000595,"40 W. Broad Street Suite 320 Greenville, South Carolina 29601",34.847764,-82.400981,(864) 233-5366
D000595,"39 Broad Street Suite 300, 200 East Bay Street Charleston, South Carolina 29401",32.779693,-79.934783,(843) 727-4525
D000595,"1901 Main Street, Suite 1475 Columbia, South Carolina 29201",34.010752,-81.037830,(803) 771-6112
D000612,"1040 East Herndon Avenue, #201 Fresno, California 93720",36.837496,-119.770334,(559) 449-2490
D000612,"3509 Coffee Road, Suite D3 Modesto, California 95355",37.689631,-120.976092,(209) 579-5458
D000604,"3900 Hamilton Boulevard, Suite 207 Allentown, Pennsylvania 18103",40.574513,-75.534295,(610) 770-3490
D000604,"206 Main Street East Greenville, Pennsylvania 18041",40.404226,-75.500696,(215) 541-4106
D000616,"1804 Carmack Boulevard, Suite A Columbia, Tennessee 38401",35.600665,-87.036442,(931) 490-8699
D000610,"2500 North Military Trail, Suite 490 Boca Raton, Florida 33431",26.372737,-80.121012,(561) 988-6302
D000299,"8669 NW 36th Street, Suite 100 Doral, Florida 33166",25.809982,-80.336948,(305) 470-8555
D000327,"1019 Pacific Avenue, Suite 806 Tacoma, Washington 98402",47.254171,-122.438744,(253) 593-6536
D000327,"345 6th Street, Suite 500 Bremerton, Washington 98337",47.567299,-122.625473,(360) 479-4011
D000327,"332 East 5th Street Port Angeles, Washington 98362-3207",48.113773,-123.432415,(360) 452-3370
D000355,"19855 West Outer Drive, Suite 103-E Dearborn, Michigan 48124",42.303413,-83.263347,(313) 278-2936
D000355,"23 East Front Street, #103 Monroe, Michigan 48161",41.916289,-83.396488,(734) 243-1849
D000355,"301 West Michigan Avenue, Suite 305 Ypsilanti, Michigan 48197",42.240949,-83.616099,(734) 481-1100
D000399,"300 East 8th Street, #763 Austin, Texas 78701",30.269235,-97.739605,(512) 916-5921
D000613,"650 Dundee Road, Suite 380 Northbrook, Illinois 60062",42.137958,-87.797260,(847) 940-0202
D000607,"207 West Colfax Avenue South Bend, Indiana 46601-1601",41.677726,-86.252255,(574) 288-2780
D000607,"300 East Broadway Suite #102 Logansport, Indiana 46947",40.754053,-86.365806,(574) 753-2671
D000482,"225 Ross Street, 5th Floor Pittsburgh, Pennsylvania 15219",40.436779,-79.996970,(412) 261-5091
D000482,"11 Duff Road Penn Hills, Pennsylvania 15235",40.464478,-79.828546,(412) 241-6055
D000482,"627 Lysle Boulevard McKeesport, Pennsylvania 15132",40.352088,-79.859188,(412) 664-4049
D000482,"1350 Fifth Avenue Coraopolis, Pennsylvania 15108",40.515217,-80.158360,(412) 264-3460
D000492,"510 East Foothill Boulevard, Suite 201 San Dimas, California 91773",34.123094,-117.798020,(909) 575-6226
D000614,"208 Grand Avenue Wausau, Wisconsin 54403",44.955620,-89.624227,(715) 298-9344
D000615,"1028 Hayne Avenue Aiken, South Carolina 29801",33.563251,-81.733699,(803) 649-5571
D000615,"303 West Beltline Boulevard Anderson, South Carolina 29625",34.547510,-82.679097,(864) 224-7401
D000615,"200 Courthouse Public Square Laurens, South Carolina 29360",34.501142,-82.030695,(864) 681-1028
D000533,"800 Market Street, Suite 110 Knoxville, Tennessee 37902",35.962198,-83.917778,(865) 523-3772
D000533,"Blount County Courthouse, 331 Court Street Maryville, Tennessee 37804",35.776887,-83.925786,(865) 984-5464
D000533,"6 East Madison Avenue Athens, Tennessee 37303-4297",35.442192,-84.593187,(423) 745-4671
D000563,"230 South Dearborn Street, Suite 3892 Chicago, Illinois 60604",41.879079,-87.629330,(312) 353-4952
D000563,"525 South 8th Street Springfield, Illinois 62703",39.796844,-89.645166,(217) 492-4062
D000563,"250 W. Cherry Street, Suite 115D Carbondale, Illinois 62901",37.723370,-89.217744,(618) 351-1122
D000563,"1504 Third Avenue, Suite 227 Rock Island, Illinois 61201",41.509298,-90.578585,(309) 786-5173
E000290,"8730 Georgia Avenue, Suite 209 Silver Spring, Maryland 20910",38.998075,-77.030340,(301) 562-7960
E000290,"5001 Silver Hill Road, Suite 106 Suitland, Maryland 20746",38.851035,-76.921711,(301) 516-7601
E000288,"2100 Plymouth Avenue North Minneapolis, Minnesota 55411",44.991519,-93.307104,(612) 522-1212
E000291,"406 West Broad Street Dunn, North Carolina 28334",35.310205,-78.613669,(910) 230-1910
E000172,"555 Independence Street, Suite 1400 Cape Girardeau, Missouri 63703",37.303993,-89.524815,(573) 335-0101
E000172,"1301 Kingshighway Rolla, Missouri 65401",37.943326,-91.789774,(573) 364-2455
E000172,"22 East Columbia Farmington, Missouri 63640",37.780453,-90.420685,(573) 756-9755
E000172,"35 Court Square, Suite 300 West Plains, Missouri 65775",36.727941,-91.852966,(417) 255-1515
E000179,"3655 Johnson Avenue Bronx, New York 10463",40.888056,-73.909357,(718) 796-9700
E000179,"261 West Nyack Road West Nyack, New York 10994",41.096575,-73.992907,(845) 735-1000
E000179,"6 Gramatan Avenue, Suite 205 Mt. Vernon, New York 10550",40.912252,-73.837244,(914) 699-4100
H001041,"400 South Virginia Street, Suite 738 Reno, Nevada 89501",39.521809,-119.811030,(775) 686-5770
H001041,"333 South Las Vegas Boulevard, Suite 8203 Las Vegas, Nevada 89101",36.166466,-115.142403,(702) 388-6605
E000285,"400 South Kendrick Avenue, Suite 303 Gillette, Wyoming 82716",44.291123,-105.502534,(307) 682-6268
E000285,"2120 Capitol Avenue, Suite 2007 Cheyenne, Wyoming 82001",41.137379,-104.818382,(307) 772-2477
E000285,"100 East B Street, Suite 3201 Casper, Wyoming 82602",42.851996,-106.325099,(307) 261-6572
E000285,"1285 Sheridan Avenue, Suite 210 Cody, Wyoming 82414",44.526088,-109.062506,(307) 527-9444
E000285,"1110 Maple Way, Suite G Jackson, Wyoming 83002",43.470302,-110.787287,(307) 739-9507
E000215,"698 Emerson Street Palo Alto, California 94301",37.443196,-122.160431,(650) 323-2984
F000010,"PO Box Drawer X Pago Pago, American Samoa 96799",-14.276200,-170.695610,684) 633-1372
F000460,"1805 Ruben Torres, Suite B-27 Brownsville, Texas 78521",25.951277,-97.489798,(956) 544-8801
F000460,"101 North Shoreline Boulevard Corpus Christi, Texas 78404",27.791565,-97.392992,(361) 884-2222
F000030,"100 West Alisal Street Salinas, California 93901",36.673508,-121.657008,(831) 424-2229
F000030,"701 Ocean Street, Suite 318C Santa Cruz, California 95060",36.978307,-122.020877,(831) 429-1976
F000043,"4104 Walnut Street Philadelphia, Pennsylvania 19104",39.954444,-75.205285,(215) 387-6404
F000043,"6632 Germantown Avenue Philadelphia, Pennsylvania 19119",40.051397,-75.185092,(215) 848-9386
F000062,"One Post Street, Suite 2450 San Francisco, California 94104",37.789108,-122.402048,(415) 393-0707
F000062,"2500 Tulare Street, Suite 4290 Fresno, California 93721",36.737552,-119.784850,(559) 485-7430
F000062,"11111 Santa Monica Boulevard, Suite 915 Los Angeles, California 90025",34.047593,-118.444496,(310) 914-7300
F000062,"750 B Street, Suite 1030 San Diego, California 92101",32.717808,-117.157877,(619) 231-9712
F000116,"333 F Street, Suite A Chula Vista, California 91910",32.640857,-117.081384,(619) 422-5963
F000116,"1101 Airport Road, Suite D Imperial, California 92251",32.834685,-115.572212,(760) 355-8800
F000458,"109 South Highland, Room #B-7 Jackson, Tennessee 38301",35.613631,-88.819413,(731) 423-4848
F000451,"1717 Langhorne Newtown Road, Suite 400 Langhorne, Pennsylvania 19047",40.215248,-74.931368,(215) 579-8102
F000444,"1640 South Stapley Drive, Suite 215 Mesa, Arizona 85204",33.384228,-111.805667,(480) 833-0092
F000459,"900 Georgia Avenue, Suite 126 Chattanooga, Tennessee 37402",35.045666,-85.308309,(423) 756-2342
F000459,"200 Administration Road, Suite 100 Oak Ridge, Tennessee 37830",36.024295,-84.236625,(865) 576-1976
F000456,"6425 Youree Drive, Suite 350 Shreveport, Louisiana 71105",32.448082,-93.721075,(318) 798-2254
F000456,"103 North Third Street Leesville, Louisiana 71446",31.143413,-93.261239,(337) 238-0778
F000456,"700 Benton Road Bossier City, Louisiana 71111",32.525112,-93.717280,(318) 549-1712
F000461,"4001 29th Street, Suite 116 Bryan, Texas 77802",30.644991,-96.332943,(979) 703-4037
F000461,"115 South Main Street, Suite 202 Cleburne, Texas 76033",32.346603,-97.386548,(817) 774-2551
F000461,"600 Austin Avenue, Suite 29 Waco, Texas 76710",31.555877,-97.132865,(254) 732-0748
F000445,"505 Independence Parkway, Suite 104 Chesapeake, Virginia 23320",36.761008,-76.258553,(757) 382-0080
F000445,"425-H South Main Street Emporia, Virginia 23847",36.685205,-77.543206,(434) 634-5575
F000445,"9401 Courthouse Road, Suite 201 Chesterfield, Virginia 23832",37.387083,-77.517193,(804) 318-1363
F000449,"301 South 13th Street, Suite 100 Lincoln, Nebraska 68508",40.811247,-96.702587,(402) 438-1598
F000449,"125 South 4th Street, Suite 101 Norfolk, Nebraska 68701",42.032339,-97.411878,(402) 379-2064
F000449,"629 North Broad Street Fremont, Nebraska 68025",41.435223,-96.498504,(402) 727-0888
F000450,"6000 Meadowbrook Mall, Suite 3 Clemmons, North Carolina 27012",36.034050,-80.381009,(336) 778-0211
F000450,"240 Highway 105 Extension, Suite 200 Boone, North Carolina 28607",36.214671,-81.668769,(828) 265-0240
F000339,"29 Crafts Street Newton, Massachusetts 02458",42.354634,-71.200249,(617) 332-3920
F000339,"29 Broadway, Suite 310 Taunton, Massachusetts 02780",41.903461,-71.093449,(508) 822-4796
F000339,"558 Pleasant Street, #309 New Bedford, Massachusetts 02740",41.634399,-70.926857,(508) 999-6462
F000457,"60 East Plato Boulevard, Suite 220 St. Paul, Minnesota 55107",44.937681,-93.085163,(651) 221-1016
F000457,"208 South Minnesota Avenue, Suite 6 St. Peter, Minnesota 56082",44.324849,-93.956612,(507) 931-5813
F000457,"916 West St. Germain Street, Suite 110 St. Cloud, Minnesota 56301",45.559079,-94.162998,(320) 251-2721
F000457,"515 West 1st Street, Suite 104 Duluth, Minnesota 55802",46.782682,-92.105779,(218) 722-2390
F000448,"7121 West Bell Road, Suite 200 Glendale, Arizona 85308",33.638177,-112.211643,(623) 776-7911
F000372,"30 Schuyler Place, 2nd Floor Morristown, New Jersey 07960",40.797055,-74.483115,(973) 984-0711
F000455,"4834 Richmond Road, Suite 150 Warrensville Heights, Ohio 44128",41.429171,-81.497929,(216) 522-4900
G000021,"2829 Townsgate Road, Suite 315 Thousand Oaks, California 91361-3018",34.153478,-118.824706,(805) 497-2224
G000021,"485 Alisal Road, Unit 144 Solvang, California 93463",34.595420,-120.138250,(805) 686-2525
G000559,"1981 North Broadway, Suite 220 Walnut Creek, California 94596",37.906336,-122.061415,(925) 932-8899
G000559,"420 West 3rd Street Antioch, California 94509",38.016188,-121.811577,(925) 757-7187
G000559,"609 Jefferson Street Fairfield, California 94533",38.248319,-122.041914,(707) 438-1822
G000562,"123 North College Avenue, Suite 220 Ft. Collins, Colorado 80524",40.587477,-105.077117,(970) 221-7110
G000548,"266 Harristown Rd, Suite 104 Glen Rock, New Jersey 07452",40.951824,-74.136192,(201) 444-5454
G000548,"93 Main Street Newton, New Jersey 07860",41.055948,-74.754653,(973) 300-2000
G000549,"111 East Uwchlan Avenue Exton, Pennsylvania 19341",40.060600,-75.653486,(610) 594-1415
G000549,"840 North Park Road Wyomissing, Pennsylvania 19610",40.346724,-75.958445,(610) 376-7630
G000549,"580 Main Street, Suite 4 Trappe, Pennsylvania 19426",40.200398,-75.479765,(610) 409-2780
G000563,"1166 Military Road, Suite B Zanesville, Ohio 43701",39.979662,-82.021641,(740) 452-2279
G000564,"136 Glen Street Glens Falls, New York 12801",43.309199,-73.643669,(518) 743-0964
G000564,"2 Hudson Street Kinderhook, New York 12106",42.395100,-73.698424,(518) 610-8133
G000564,"513 Broadway Saratoga Springs, New York 12866",43.084596,-73.784220,(518) 306-5450
G000554,"3945 East Fort Lowell Road, Suite 211 Tucson, Arizona 85712",32.265144,-110.908240,(520) 881-3588
G000554,"77 Calle Portal, Suite B-160 Sierra Vista, Arizona 85635",31.553895,-110.266972,(520) 459-3115
G000555,"780 Third Avenue, Suite 2601 New York, New York 10017",40.754668,-73.971621,(212) 688-6262
G000555,"1 Clinton Square, Room 821 Albany, New York 12207",42.653994,-73.750311,(518) 431-0120
G000555,"726 Exchange Street, Suite 511 Buffalo, New York 14210",42.874631,-78.850478,(716) 854-9725
G000555,"100 State Street, Room 4195 Rochester, New York 14614",43.157378,-77.614121,(585) 263-6250
G000555,"100 South Clinton Street, Room 1470 Syracuse, New York 13261",43.050480,-76.153540,(315) 448-0470
G000555,"155 Pinelawn Road, Suite 250 North Melville, New York 11747",40.772255,-73.405221,(631) 249-2825
G000555,"PO Box 273 Lowville, New York 13367",43.743722,-75.634765,(315) 376-6118
G000550,"219 Roswell Street Marietta, Georgia 30060",33.951317,-84.546002,(770) 429-1776
G000550,"600 East 1st Street, Suite 301 Rome, Georgia 30161",34.255466,-85.168090,(706) 290-1776
G000552,"1121 ESE Loop 323, #206 Tyler, Texas 75701",32.303699,-95.287506,(903) 561-6349
G000552,"101 East Methvin, Suite 302 Longview, Texas 75601",32.496305,-94.739558,(903) 236-8597
G000552,"300 East Shepherd, Suite 210 Lufkin, Texas 75901",31.337434,-94.726959,(936) 632-3180
G000552,"102 West Houston Street Marshall, Texas 75670",32.544695,-94.367448,(903) 938-8386
G000552,"101 West Main, Suite 160 Nacogdoches, Texas 75961",31.603996,-94.656179,(936) 715-9514
G000544,"727 East Durango Boulevard, Suite B-124 San Antonio, Texas 78206",29.417842,-98.485776,(210) 472-6195
G000289,"10 Franklin Road, SE, #540 Roanoke, Virginia 24011",37.269352,-79.940278,(540) 857-2672
G000289,"7 Court Square Staunton, Virginia 24401",38.149043,-79.072429,(540) 885-3861
G000289,"2 South Main Street, Suite A, 1st Floor Harrisonburg, Virginia 22801",38.421788,-78.872712,(540) 432-2391
G000289,"916 Main Street, #300 Lynchburg, Virginia 24504",37.414657,-79.142152,(434) 845-8306
G000565,"211 North Florence Street, Suite 3 Casa Grande, Arizona 85122",32.876615,-111.754114,(520) 836-5289
G000565,"1515 East Cedar Avenue, #A6 Flagstaff, Arizona 86004",35.218011,-111.621119,(928) 214-6055
G000565,"240 South Montezuma Street, #101 Prescott, Arizona 86303",34.539144,-112.470204,(928) 445-1683
G000566,"104 South Main Street, Suite 803 Greenville, South Carolina 29601",34.849476,-82.399529,(864) 241-0175
G000352,"130 South Main Street, 7th Floor Greenville, South Carolina 29601",34.849281,-82.399620,(864) 250-1417
G000352,"530 Johnnie Dodds Boulevard, Suite 202 Mt. Pleasant, South Carolina 29464",32.805775,-79.887934,(843) 849-3887
G000352,"508 Hampton Street, Suite 202 Columbia, South Carolina 29201",34.001833,-81.046418,(803) 933-0112
G000352,"401 West Evans Street, Suite 226B Florence, South Carolina 29501",34.197060,-79.772826,(843) 669-1505
G000352,"235 East Main Street, Suite 100 Rock Hill, South Carolina 29730",34.924258,-81.024975,(803) 366-2828
G000352,"124 Exchange Street, Suite A Pendleton, South Carolina 29678",34.650765,-82.783337,(864) 646-4090
G000377,"1701 River Run Road, Suite 407 Ft. Worth, Texas 76107",32.740430,-97.382492,(817) 338-0909
G000386,"210 Walnut Street, Room 721 Des Moines, Iowa 50309",41.586919,-93.619925,(515) 288-1145
G000386,"131 West 3rd Street, Suite 180 Davenport, Iowa 52801",41.522422,-90.574610,(563) 322-4331
G000386,"150 1st Avenue NE, Suite 325 Cedar Rapids, Iowa 52401",41.978428,-91.669278,(319) 363-6832
G000386,"320 6th Street, 120 Federal Building Sioux City, Iowa 51101",42.496312,-96.407470,(712) 233-1860
G000386,"8 South 6th Street, 307 Federal Building Council Bluffs, Iowa 51501",41.261059,-95.852064,(712) 322-7103
G000386,"531 Commercial Street, 210 Waterloo Building Waterloo, Iowa 50701",42.495169,-92.339825,(319) 232-6657
G000546,"113 Blue Jay Drive, Suite 100 Liberty, Missouri 64068",39.242971,-94.448987,(816) 792-3976
G000546,"201 South 8th Street, Room 330 St. Joseph, Missouri 64501",39.765723,-94.850710,(816) 233-9818
G000560,"500 Jesse Jewell Parkway, Suite 301 Gainesville, Georgia 30503",34.295185,-83.829065,(770) 535-2592
G000560,"702 South Thornton Avenue Dalton, Georgia 30720",34.762860,-84.971560,(706) 226-5320
G000553,"3003 South Loop West, Suite 460 Houston, Texas 77054",29.677090,-95.424925,(713) 383-9234
G000410,"256 North Sam Houston Parkway East, #29 Houston, Texas 77060",29.940302,-95.403673,(281) 999-5879
G000410,"11811 I-10 East, #430 Houston, Texas 77029",29.773855,-95.240819,(713) 330-0761
G000410,"909 Decker Drive, Suite 124 Baytown, Texas 77520",29.735597,-94.977671,(281) 420-0502
G000567,"1501 North University, Suite 150 Little Rock, Arkansas 72207",34.765384,-92.340718,(501) 324-5941
G000568,"323 West Main Street Abingdon, Virginia 24210",36.708547,-81.980979,(276) 525-1405
G000568,"17 West Main Street Christiansburg, Virginia 24073",37.129563,-80.409111,(540) 381-5671
G000551,"738 North 5th Avenue, Suite 110 Tucson, Arizona 85705",32.230860,-110.967131,(520) 622-6788
G000551,"201 Bingham Avenue, Suite 2 Somerton, Arizona 85350",32.597480,-114.704288,(928) 343-7933
G000569,"265 New Dorp Lane, 2nd Floor Staten Island, New York 10306",40.572371,-74.113281,(718) 351-1062
G000570,"33 Lowell Street Manchester, New Hampshire 03101",42.993572,-71.461959,(603) 641-9536
G000558,"1001 Center Street, Suite 300 Bowling Green, Kentucky 42101",36.993949,-86.444035,(270) 842-9896
G000535,"2201 W. North Avenue Chicago, Illinois 60647",41.910368,-87.682504,(773) 342-0774
H001049,"701 Green Valley Road, Suite 201 Greensboro, North Carolina 27408",36.089584,-79.824061,(336) 333-5311
H001049,"310 New Bern Avenue, Suite 122 Raleigh, North Carolina 27601",35.780217,-78.634661,(919) 856-4630
H001049,"1520 South Boulevard, Suite 205 Charlotte, North Carolina 28203",35.214331,-80.854873,(704) 334-2448
H001049,"82 Patterson Avenue, Suite 635 Asheville, North Carolina 28801",35.585960,-82.630553,(828) 257-6510
H001049,"301 South Evans Street, Suite 102 Greenville, North Carolina 27858",35.613111,-77.372508,(252) 754-0707
H001063,"2321 East Rosecrans Avenue, Suite 3270 El Segundo, California 90245",33.901957,-118.382218,(310) 643-3636
H001063,"544 North Avalon Boulevard, Suite 307 Wilmington, California 90744",33.776314,-118.262151,(310) 549-8282
H000067,"104 North San Jacinto Street Rockwall, Texas 75087",32.931148,-96.459480,(972) 771-9118
H000067,"101 East Pecan Street Sherman, Texas 75090",33.638564,-96.609772,(903) 892-1112
H000067,"710 James Bowie Drive New Boston, Texas 75570-2328",33.472920,-94.406420,(903) 628-8309
H000067,"320 Church Street, Suite 132 Sulphur Springs, Texas 75482-2606",33.139257,-95.600829,(903) 885-8138
H000067,"1800 North Graves Street, Suite 101 McKinney, Texas 75069-3322",33.214955,-96.628843,(214) 726-9949
